model,group,case,expected,predicted,correct,status,truncated,brier,mae,p_true,score,strict_score_range_violation,error
laya,noul,bool-08,True,True,True,PASS,False,1.7639999999999845e-05,,0.9958,,False,
laya,noul,bool-09,False,False,True,PASS,False,0.00346921,,0.0589,,False,
laya,noul,bool-10,True,True,True,PASS,False,0.15832441000000003,,0.6021,,False,
laya,noul,bool-11,False,False,True,PASS,False,0.08850625,,0.2975,,False,
laya,noul,bool-12,True,True,True,PASS,False,0.0005953599999999989,,0.9756,,False,
laya,noul,bool-13,False,False,True,PASS,False,0.00012544,,0.0112,,False,
laya,noul,bool-14,True,True,True,PASS,False,0.01755624999999999,,0.8675,,False,
laya,noul,bool-15,False,False,True,PASS,False,0.16096144,,0.4012,,False,
laya,noul,bool-16,True,True,True,PASS,False,0.09603800999999997,,0.6901,,False,
laya,noul,bool-17,False,True,False,PASS,False,0.45832900000000004,,0.677,,False,
laya,noul,bool-18,True,True,True,PASS,False,0.21159999999999995,,0.54,,False,
laya,noul,bool-19,False,True,False,PASS,False,0.90117049,,0.9493,,False,
laya,score,score-checklist-0,0,4,False,PASS,False,,2.2457,,2.2457,False,
laya,score,score-checklist-1,1,4,False,PASS,False,,1.4918,,2.4918,False,
laya,score,score-checklist-2,2,4,False,PASS,False,,0.3944000000000001,,2.3944,False,
laya,score,score-checklist-3,3,4,False,PASS,False,,0.6200000000000001,,2.38,False,
laya,score,score-checklist-4,4,4,True,PASS,False,,1.2700999999999998,,2.7299,False,
laya,score,score-delay-0,0,1,False,PASS,False,,1.2647,,1.2647,False,
laya,score,score-delay-1,1,1,True,PASS,False,,0.12990000000000002,,0.8701,False,
laya,score,score-delay-2,2,1,False,PASS,False,,1.1261,,0.8739,False,
laya,score,score-delay-3,3,1,False,PASS,False,,2.0401,,0.9599,False,
laya,score,score-delay-4,4,1,False,PASS,False,,3.0708,,0.9292,False,
laya,score,score-satisfaction-0,0,0,True,PASS,False,,0.1516,,0.1516,False,
laya,score,score-satisfaction-1,1,1,True,PASS,False,,0.1342000000000001,,1.1342,False,
laya,score,score-satisfaction-2,2,4,False,PASS,False,,0.39849999999999985,,2.3985,False,
laya,score,score-satisfaction-3,3,4,False,PASS,False,,0.2113999999999998,,2.7886,False,
laya,score,score-satisfaction-4,4,4,True,PASS,False,,0.7980999999999998,,3.2019,False,
laya,score,score-impact-0,0,0,True,PASS,False,,0.2833,,0.2833,False,
laya,score,score-impact-1,1,1,True,PASS,False,,0.06930000000000003,,0.9307,False,
laya,score,score-impact-2,2,1,False,PASS,False,,1.0026000000000002,,0.9974,False,
laya,score,score-impact-3,3,1,False,PASS,False,,1.955,,1.045,False,
laya,score,score-impact-4,4,1,False,PASS,False,,2.416,,1.584,False,
nanojev,choice2,choice2-00,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-01,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-02,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-03,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-04,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-05,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-06,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-07,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-08,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-09,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-10,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-11,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-12,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-13,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-14,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-15,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-16,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-17,false,true,False,PASS,False,,,,,False,
nanojev,choice2,choice2-18,true,true,True,PASS,False,,,,,False,
nanojev,choice2,choice2-19,false,true,False,PASS,False,,,,,False,
nanojev,choice4,choice4-billing-0,billing,billing,True,PASS,False,,,,,False,
nanojev,choice4,choice4-billing-1,billing,billing,True,PASS,False,,,,,False,
nanojev,choice4,choice4-billing-2,billing,billing,True,PASS,False,,,,,False,
nanojev,choice4,choice4-billing-3,billing,billing,True,PASS,False,,,,,False,
nanojev,choice4,choice4-billing-4,billing,billing,True,PASS,False,,,,,False,
nanojev,choice4,choice4-technical-0,technical,technical,True,PASS,False,,,,,False,
nanojev,choice4,choice4-technical-1,technical,technical,True,PASS,False,,,,,False,
nanojev,choice4,choice4-technical-2,technical,technical,True,PASS,False,,,,,False,
nanojev,choice4,choice4-technical-3,technical,technical,True,PASS,False,,,,,False,
nanojev,choice4,choice4-technical-4,technical,technical,True,PASS,False,,,,,False,
nanojev,choice4,choice4-sales-0,sales,sales,True,PASS,False,,,,,False,
nanojev,choice4,choice4-sales-1,sales,sales,True,PASS,False,,,,,False,
nanojev,choice4,choice4-sales-2,sales,billing,False,PASS,False,,,,,False,
nanojev,choice4,choice4-sales-3,sales,sales,True,PASS,False,,,,,False,
nanojev,choice4,choice4-sales-4,sales,sales,True,PASS,False,,,,,False,
nanojev,choice4,choice4-account-0,account,account,True,PASS,False,,,,,False,
nanojev,choice4,choice4-account-1,account,account,True,PASS,False,,,,,False,
nanojev,choice4,choice4-account-2,account,billing,False,PASS,False,,,,,False,
nanojev,choice4,choice4-account-3,account,billing,False,PASS,False,,,,,False,
nanojev,choice4,choice4-account-4,account,account,True,PASS,False,,,,,False,
nanojev,choice8,choice8-refund-0,refund,refund,True,PASS,False,,,,,False,
nanojev,choice8,choice8-refund-1,refund,refund,True,PASS,False,,,,,False,
nanojev,choice8,choice8-repair-0,repair,repair,True,PASS,False,,,,,False,
nanojev,choice8,choice8-repair-1,repair,refund,False,PASS,False,,,,,False,
nanojev,choice8,choice8-quote-0,quote,quote,True,PASS,False,,,,,False,
nanojev,choice8,choice8-quote-1,quote,quote,True,PASS,False,,,,,False,
nanojev,choice8,choice8-password-0,password,password,True,PASS,False,,,,,False,
nanojev,choice8,choice8-password-1,password,password,True,PASS,False,,,,,False,
nanojev,choice8,choice8-cancel-0,cancel,cancel,True,PASS,False,,,,,False,
nanojev,choice8,choice8-cancel-1,cancel,password,False,PASS,False,,,,,False,
nanojev,choice8,choice8-shipping-0,shipping,shipping,True,PASS,False,,,,,False,
nanojev,choice8,choice8-shipping-1,shipping,shipping,True,PASS,False,,,,,False,
nanojev,choice8,choice8-address-0,address,address,True,PASS,False,,,,,False,
nanojev,choice8,choice8-address-1,address,shipping,False,PASS,False,,,,,False,
nanojev,choice8,choice8-privacy-0,privacy,privacy,True,PASS,False,,,,,False,
nanojev,choice8,choice8-privacy-1,privacy,privacy,True,PASS,False,,,,,False,
nanojev,noul,bool-00,True,False,False,PASS,False,0.41041428980078365,,0.3593641519546509,,False,
nanojev,noul,bool-01,False,False,True,PASS,False,0.006838849936552427,,0.08269733935594559,,False,
nanojev,noul,bool-02,True,False,False,PASS,False,0.4450860085373174,,0.3328523337841034,,False,
nanojev,noul,bool-03,False,False,True,PASS,False,0.11311856824357225,,0.3363310396671295,,False,
nanojev,noul,bool-04,True,False,False,PASS,False,0.3473474563048171,,0.41063809394836426,,False,
nanojev,noul,bool-05,False,False,True,PASS,False,0.18585163903685498,,0.4311051368713379,,False,
nanojev,noul,bool-06,True,False,False,PASS,False,0.47629537097192554,,0.30985844135284424,,False,
nanojev,noul,bool-07,False,False,True,PASS,False,0.15835497059804826,,0.39793840050697327,,False,
nanojev,noul,bool-08,True,False,False,PASS,False,0.6568760648577057,,0.18952108919620514,,False,
nanojev,noul,bool-09,False,False,True,PASS,False,0.007241846857741763,,0.08509904146194458,,False,
nanojev,noul,bool-10,True,False,False,PASS,False,0.3373607283434774,,0.41917237639427185,,False,
nanojev,noul,bool-11,False,False,True,PASS,False,0.1678484053012177,,0.40969306230545044,,False,
nanojev,noul,bool-12,True,False,False,PASS,False,0.6208355585059808,,0.2120688110589981,,False,
nanojev,noul,bool-13,False,False,True,PASS,False,0.010763777605839187,,0.1037486270070076,,False,
nanojev,noul,bool-14,True,True,True,PASS,False,0.24021135657848447,,0.5098863840103149,,False,
nanojev,noul,bool-15,False,True,False,PASS,False,0.25942449130640455,,0.509337306022644,,False,
nanojev,noul,bool-16,True,False,False,PASS,False,0.36022604913416334,,0.39981165528297424,,False,
nanojev,noul,bool-17,False,False,True,PASS,False,0.08281032255030496,,0.28776782751083374,,False,
nanojev,noul,bool-18,True,False,False,PASS,False,0.3715197023838437,,0.3904758393764496,,False,
nanojev,noul,bool-19,False,False,True,PASS,False,0.14184497744429425,,0.37662312388420105,,False,
nanojev,score,score-checklist-0,0,3,False,PASS,False,,2.4310795068740845,,2.4310795068740845,False,
nanojev,score,score-checklist-1,1,3,False,PASS,False,,1.4861475825309753,,2.4861475825309753,False,
nanojev,score,score-checklist-2,2,3,False,PASS,False,,0.4721531271934509,,2.472153127193451,False,
nanojev,score,score-checklist-3,3,4,False,PASS,False,,0.4025352746248245,,2.5974647253751755,False,
nanojev,score,score-checklist-4,4,3,False,PASS,False,,1.4258751273155212,,2.5741248726844788,False,
nanojev,score,score-delay-0,0,1,False,PASS,False,,1.8140232041478157,,1.8140232041478157,False,
nanojev,score,score-delay-1,1,1,True,PASS,False,,0.27943161129951477,,1.2794316112995148,False,
nanojev,score,score-delay-2,2,1,False,PASS,False,,0.22515416890382767,,1.7748458310961723,False,
nanojev,score,score-delay-3,3,4,False,PASS,False,,0.336944118142128,,2.663055881857872,False,
nanojev,score,score-delay-4,4,1,False,PASS,False,,1.8926946967840195,,2.1073053032159805,False,
nanojev,score,score-satisfaction-0,0,0,True,PASS,False,,0.3840774782001972,,0.3840774782001972,False,
nanojev,score,score-satisfaction-1,1,1,True,PASS,False,,0.13840138912200928,,1.1384013891220093,False,
nanojev,score,score-satisfaction-2,2,4,False,PASS,False,,1.055845484137535,,3.055845484137535,False,
nanojev,score,score-satisfaction-3,3,3,True,PASS,False,,0.09109040442854166,,3.0910904044285417,False,
nanojev,score,score-satisfaction-4,4,4,True,PASS,False,,0.18500057607889175,,3.8149994239211082,False,
nanojev,score,score-impact-0,0,0,True,PASS,False,,1.0792495161294937,,1.0792495161294937,False,
nanojev,score,score-impact-1,1,1,True,PASS,False,,1.4062081426382065,,2.4062081426382065,False,
nanojev,score,score-impact-2,2,1,False,PASS,False,,0.15216226875782013,,2.15216226875782,False,
nanojev,score,score-impact-3,3,1,False,PASS,False,,0.7349324822425842,,2.2650675177574158,False,
nanojev,score,score-impact-4,4,1,False,PASS,False,,1.8644052743911743,,2.1355947256088257,False,
